LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-02-01 23:39:09,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:09,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:09,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:09,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:10,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:11,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:11,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:12,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:12,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:12,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:12,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:13,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:14,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:14,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:15,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:15,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:15,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:16,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:16,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:17,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:17,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:18,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:18,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:18,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:20,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:20,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:20,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:20,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:21,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:21,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:22,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:23,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:23,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:23,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:24,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:24,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:24,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:24,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:24,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:25,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:25,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:25,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:26,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:26,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:26,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:26,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:27,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:27,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:28,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:28,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:29,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:29,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:29,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:29,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:29,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:30,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:30,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:30,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:30,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:31,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:31,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:31,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:31,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:33,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:34,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:35,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:35,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:35,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:35,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:35,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:36,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:36,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:36,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:37,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:38,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:38,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:39,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:39,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:39,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:39,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:40,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:41,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:41,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:41,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:42,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:42,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:42,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:43,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:43,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:43,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:44,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:45,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:45,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:45,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:46,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:46,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:46,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:46,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:47,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:47,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:48,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:48,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:48,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:48,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:49,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:49,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:50,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:50,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:51,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:51,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:51,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:52,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:52,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:52,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-02-01 23:39:53,1900-01-00 00:00:00,cywzh1,80:8F:1D:C9:A3:63,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
